//nState: 25
### Init Prob
0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	
### Transition Prob
0.161907	0.0158615	0.127362	0.0282172	0.0129543	0.149679	0.00243694	0.137708	0.0117144	0.018897	0.0619923	0.0215477	0.0188115	0.00453185	0.0698162	0.00239419	0.012826	0.0460026	0.00594271	0.00991877	0.000940573	0.0451047	0.00397606	0.029457	0	
0.0215477	0.161907	0.0158615	0.127362	0.0282172	0.0129543	0.149679	0.00243694	0.137708	0.0117144	0.018897	0.0619923	0.029457	0.0188115	0.00453185	0.0698162	0.00239419	0.012826	0.0460026	0.00594271	0.00991877	0.000940573	0.0451047	0.00397606	0	
0.0619923	0.0215477	0.161907	0.0158615	0.127362	0.0282172	0.0129543	0.149679	0.00243694	0.137708	0.0117144	0.018897	0.00397606	0.029457	0.0188115	0.00453185	0.0698162	0.00239419	0.012826	0.0460026	0.00594271	0.00991877	0.000940573	0.0451047	0	
0.018897	0.0619923	0.0215477	0.161907	0.0158615	0.127362	0.0282172	0.0129543	0.149679	0.00243694	0.137708	0.0117144	0.0451047	0.00397606	0.029457	0.0188115	0.00453185	0.0698162	0.00239419	0.012826	0.0460026	0.00594271	0.00991877	0.000940573	0	
0.0117144	0.018897	0.0619923	0.0215477	0.161907	0.0158615	0.127362	0.0282172	0.0129543	0.149679	0.00243694	0.137708	0.000940573	0.0451047	0.00397606	0.029457	0.0188115	0.00453185	0.0698162	0.00239419	0.012826	0.0460026	0.00594271	0.00991877	0	
0.137708	0.0117144	0.018897	0.0619923	0.0215477	0.161907	0.0158615	0.127362	0.0282172	0.0129543	0.149679	0.00243694	0.00991877	0.000940573	0.0451047	0.00397606	0.029457	0.0188115	0.00453185	0.0698162	0.00239419	0.012826	0.0460026	0.00594271	0	
0.00243694	0.137708	0.0117144	0.018897	0.0619923	0.0215477	0.161907	0.0158615	0.127362	0.0282172	0.0129543	0.149679	0.00594271	0.00991877	0.000940573	0.0451047	0.00397606	0.029457	0.0188115	0.00453185	0.0698162	0.00239419	0.012826	0.0460026	0	
0.149679	0.00243694	0.137708	0.0117144	0.018897	0.0619923	0.0215477	0.161907	0.0158615	0.127362	0.0282172	0.0129543	0.0460026	0.00594271	0.00991877	0.000940573	0.0451047	0.00397606	0.029457	0.0188115	0.00453185	0.0698162	0.00239419	0.012826	0	
0.0129543	0.149679	0.00243694	0.137708	0.0117144	0.018897	0.0619923	0.0215477	0.161907	0.0158615	0.127362	0.0282172	0.012826	0.0460026	0.00594271	0.00991877	0.000940573	0.0451047	0.00397606	0.029457	0.0188115	0.00453185	0.0698162	0.00239419	0	
0.0282172	0.0129543	0.149679	0.00243694	0.137708	0.0117144	0.018897	0.0619923	0.0215477	0.161907	0.0158615	0.127362	0.00239419	0.012826	0.0460026	0.00594271	0.00991877	0.000940573	0.0451047	0.00397606	0.029457	0.0188115	0.00453185	0.0698162	0	
0.127362	0.0282172	0.0129543	0.149679	0.00243694	0.137708	0.0117144	0.018897	0.0619923	0.0215477	0.161907	0.0158615	0.0698162	0.00239419	0.012826	0.0460026	0.00594271	0.00991877	0.000940573	0.0451047	0.00397606	0.029457	0.0188115	0.00453185	0	
0.0158615	0.127362	0.0282172	0.0129543	0.149679	0.00243694	0.137708	0.0117144	0.018897	0.0619923	0.0215477	0.161907	0.00453185	0.0698162	0.00239419	0.012826	0.0460026	0.00594271	0.00991877	0.000940573	0.0451047	0.00397606	0.029457	0.0188115	0	
0.0207709	0.061242	0.040257	0.0679872	0.00353319	0.137152	0.00492505	0.0226981	0.100214	0.00331906	0.123448	0.0269807	0.12334	0.00835118	0.0351178	0.00524625	0.00417559	0.117559	0.00406852	0.0204497	0.00406852	0.00963597	0.0407923	0.0146681	0	
0.0269807	0.0207709	0.061242	0.040257	0.0679872	0.00353319	0.137152	0.00492505	0.0226981	0.100214	0.00331906	0.123448	0.0146681	0.12334	0.00835118	0.0351178	0.00524625	0.00417559	0.117559	0.00406852	0.0204497	0.00406852	0.00963597	0.0407923	0	
0.123448	0.0269807	0.0207709	0.061242	0.040257	0.0679872	0.00353319	0.137152	0.00492505	0.0226981	0.100214	0.00331906	0.0407923	0.0146681	0.12334	0.00835118	0.0351178	0.00524625	0.00417559	0.117559	0.00406852	0.0204497	0.00406852	0.00963597	0	
0.00331906	0.123448	0.0269807	0.0207709	0.061242	0.040257	0.0679872	0.00353319	0.137152	0.00492505	0.0226981	0.100214	0.00963597	0.0407923	0.0146681	0.12334	0.00835118	0.0351178	0.00524625	0.00417559	0.117559	0.00406852	0.0204497	0.00406852	0	
0.100214	0.00331906	0.123448	0.0269807	0.0207709	0.061242	0.040257	0.0679872	0.00353319	0.137152	0.00492505	0.0226981	0.00406852	0.00963597	0.0407923	0.0146681	0.12334	0.00835118	0.0351178	0.00524625	0.00417559	0.117559	0.00406852	0.0204497	0	
0.0226981	0.100214	0.00331906	0.123448	0.0269807	0.0207709	0.061242	0.040257	0.0679872	0.00353319	0.137152	0.00492505	0.0204497	0.00406852	0.00963597	0.0407923	0.0146681	0.12334	0.00835118	0.0351178	0.00524625	0.00417559	0.117559	0.00406852	0	
0.00492505	0.0226981	0.100214	0.00331906	0.123448	0.0269807	0.0207709	0.061242	0.040257	0.0679872	0.00353319	0.137152	0.00406852	0.0204497	0.00406852	0.00963597	0.0407923	0.0146681	0.12334	0.00835118	0.0351178	0.00524625	0.00417559	0.117559	0	
