0.22	3
0.87	4
1.55	1
2.2	2
2.83	3
3.46	4
4.12	1
4.75	2
5.4	3
6.07	4
6.7	1
7.35	2
8.0	3
8.65	4
9.3	1
9.94	2
10.58	3
11.25	4
11.89	1
12.53	2
13.15	3
13.82	4
14.45	1
15.12	2
15.77	3
16.43	4
17.06	1
17.73	2
18.37	3
19.03	4
19.66	1
20.3	2
20.93	3
21.57	4
22.18	1
22.84	2
23.46	3
24.12	4
24.74	1
25.4	2
26.03	3
26.7	4
27.34	1
27.97	2
28.63	3
29.25	4
29.9	1
30.55	2
31.18	3
31.82	4
32.44	1
33.1	2
33.74	3
34.38	4
35.01	1
35.65	2
36.3	3
36.94	4
37.59	1
38.25	2
38.89	3
39.55	4
40.19	1
40.82	2
41.47	3
42.1	4
42.75	1
43.38	2
44.0	3
44.62	4
45.24	1
45.86	2
46.5	3
47.13	4
47.78	1
48.41	2
49.05	3
49.68	4
50.32	1
50.98	2
51.63	3
52.27	4
52.93	1
53.54	2
54.19	3
54.84	4
55.46	1
56.1	2
56.72	3
57.31	4
57.93	1
58.53	2
59.17	3
59.8	4
60.42	1
61.08	2
61.72	3
62.37	4
63.0	1
63.65	2
64.28	3
64.92	4
65.58	1
66.22	2
66.85	3
67.51	4
68.13	1
68.77	2
69.42	3
70.08	4
70.7	1
71.37	2
71.99	3
72.61	4
73.24	1
73.87	2
74.52	3
75.16	4
75.8	1
76.44	2
77.06	3
77.71	4
78.33	1
78.96	2
79.61	3
80.24	4
80.87	1
81.53	2
82.17	3
82.82	4
83.46	1
84.09	2
84.71	3
85.34	4
85.99	1
86.63	2
87.21	3
87.82	4
88.44	1
89.06	2
89.67	3
90.31	4
90.96	1
91.57	2
92.22	3
92.82	4
93.47	1
94.07	2
94.7	3
95.33	4
96.04	1
96.81	2
97.62	3
98.42	4
99.03	1
99.63	2
100.22	3
100.85	4
101.43	1
102.03	2
102.63	3
103.19	4
103.84	1
104.51	2
105.15	3
105.82	4
106.46	1
107.08	2
107.72	3
108.36	4
109.01	1
109.63	2
110.28	3
110.92	4
111.58	1
112.22	2
112.84	3
113.48	4
114.11	1
114.73	2
115.37	3
116.0	4
116.64	1
117.28	2
117.91	3
118.55	4
119.18	1
119.84	2
120.48	3
121.13	4
121.75	1
122.38	2
122.98	3
123.62	4
124.24	1
124.87	2
125.49	3
126.12	4
126.75	1
127.38	2
128.01	3
128.64	4
129.25	1
129.88	2
130.5	3
131.14	4
131.78	1
132.43	2
133.07	3
133.77	4
134.58	1
135.38	2
136.22	3
137.07	4
