0.02	3
0.71	4
1.47	1
2.17	2
2.92	3
3.64	4
4.39	1
5.1	2
5.84	3
6.54	4
7.26	1
7.95	2
8.65	3
9.34	4
10.06	1
10.75	2
11.46	3
12.19	4
12.9	1
13.59	2
14.32	3
15.05	4
15.8	1
16.55	2
17.34	3
18.12	4
18.95	1
19.77	2
20.54	3
21.33	4
22.09	1
22.9	2
23.65	3
24.42	4
25.16	1
25.93	2
26.69	3
27.51	4
28.31	1
29.05	2
29.81	3
30.54	4
31.23	1
31.95	2
32.67	3
33.36	4
34.11	1
34.78	2
35.5	3
36.22	4
36.95	1
37.63	2
38.36	3
39.04	4
39.79	1
40.47	2
41.17	3
41.9	4
42.68	1
43.46	2
44.22	3
44.95	4
45.71	1
46.48	2
47.26	3
47.98	4
48.73	1
49.43	2
50.17	3
50.92	4
51.65	1
52.37	2
53.1	3
53.82	4
54.55	1
55.32	2
56.04	3
56.78	4
57.5	1
58.18	2
58.89	3
59.64	4
60.33	1
61.02	2
61.75	3
62.47	4
63.18	1
63.94	2
64.66	3
65.37	4
66.09	1
66.84	2
67.56	3
68.28	4
69.02	1
69.72	2
70.45	3
71.15	4
71.91	1
72.64	2
73.35	3
74.08	4
74.83	1
75.56	2
76.26	3
77.02	4
77.72	1
78.44	2
79.19	3
79.92	4
80.63	1
81.41	2
82.18	3
82.91	4
83.68	1
84.39	2
85.14	3
85.84	4
86.56	1
87.3	2
88.07	3
88.88	4
89.64	1
90.44	2
91.27	3
92.04	4
92.87	1
93.7	2
94.5	3
95.32	4
96.17	1
97.02	2
97.83	3
98.69	4
99.54	1
100.36	2
101.18	3
101.97	4
102.77	1
103.54	2
104.31	3
105.07	4
105.86	1
106.66	2
107.45	3
108.14	4
108.89	1
109.6	2
110.3	3
110.99	4
111.71	1
112.39	2
113.14	3
113.82	4
114.54	1
115.25	2
115.96	3
116.67	4
117.4	1
118.09	2
118.84	3
119.56	4
120.3	1
121.01	2
121.76	3
122.49	4
123.26	1
124.01	2
124.76	3
125.48	4
126.25	1
126.98	2
127.7	3
128.41	4
129.16	1
129.89	2
130.61	3
131.33	4
132.05	1
132.78	2
133.52	3
134.27	4
135.01	1
135.72	2
136.43	3
137.16	4
137.89	1
138.66	2
139.39	3
140.13	4
140.88	1
141.61	2
142.34	3
143.07	4
143.8	1
144.51	2
145.23	3
145.94	4
146.64	1
147.36	2
148.08	3
148.81	4
149.52	1
150.28	2
151.01	3
151.72	4
152.48	1
153.18	2
153.91	3
154.59	4
155.34	1
156.01	2
156.72	3
157.49	4
158.2	1
158.93	2
159.6	3
160.34	4
161.06	1
161.75	2
162.45	3
163.15	4
163.89	1
164.6	2
165.28	3
165.96	4
166.68	1
167.36	2
168.07	3
168.8	4
169.5	1
170.18	2
170.88	3
171.57	4
172.3	1
173.0	2
173.71	3
174.42	4
175.13	1
175.84	2
176.57	3
177.25	4
177.94	1
178.59	2
179.25	3
179.92	4
180.63	1
181.33	2
182.01	3
182.71	4
183.45	1
184.15	2
184.82	3
185.52	4
186.24	1
186.93	2
187.63	3
188.29	4
189.0	1
189.69	2
190.34	3
191.05	4
191.7	1
192.41	2
193.07	3
193.75	4
194.43	1
195.13	2
195.79	3
196.46	4
197.16	1
197.86	2
198.57	3
199.24	4
199.93	1
200.63	2
201.37	3
