2.37	3
2.65	4
2.95	1
3.24	2
3.52	3
3.81	4
4.1	1
4.39	2
4.68	3
4.97	4
5.27	1
5.55	2
5.84	3
6.13	4
6.42	1
6.71	2
7.01	3
7.29	4
7.58	1
7.88	2
8.16	3
8.45	4
8.74	1
9.03	2
9.33	3
9.62	4
9.91	1
10.2	2
10.48	3
10.77	4
11.06	1
11.35	2
11.65	3
11.94	4
12.23	1
12.52	2
12.8	3
13.09	4
13.38	1
13.68	2
13.97	3
14.26	4
14.54	1
14.84	2
15.13	3
15.41	4
15.7	1
15.99	2
16.29	3
16.58	4
16.87	1
17.16	2
17.44	3
17.73	4
18.02	1
18.31	2
18.61	3
18.9	4
19.19	1
19.48	2
19.76	3
20.05	4
20.34	1
20.64	2
20.93	3
21.22	4
21.51	1
21.8	2
22.09	3
22.39	4
22.67	1
22.97	2
23.25	3
23.54	4
23.83	1
24.12	2
24.42	3
24.7	4
24.99	1
25.28	2
25.58	3
25.86	4
26.15	1
26.45	2
26.73	3
27.02	4
27.31	1
27.6	2
27.9	3
28.18	4
28.47	1
28.77	2
29.06	3
29.35	4
29.63	1
29.93	2
30.22	3
30.5	4
30.79	1
31.09	2
31.37	3
31.66	4
31.95	1
32.24	2
32.54	3
32.82	4
33.11	1
33.4	2
33.7	3
33.99	4
34.27	1
34.57	2
34.86	3
35.15	4
35.43	1
35.73	2
36.01	3
36.31	4
36.59	1
36.89	2
37.18	3
37.46	4
37.75	1
38.05	2
38.33	3
38.63	4
38.91	1
39.21	2
39.5	3
39.78	4
40.08	1
40.37	2
40.66	3
40.95	4
41.24	1
41.52	2
41.82	3
42.1	4
42.4	1
42.69	2
42.98	3
43.27	4
43.55	1
43.85	2
44.15	3
44.43	4
44.72	1
45.01	2
45.3	3
45.59	4
45.88	1
46.17	2
46.46	3
46.75	4
47.04	1
47.33	2
47.63	3
47.91	4
48.2	1
48.5	2
48.79	3
49.07	4
49.36	1
49.66	2
49.94	3
50.23	4
50.52	1
50.81	2
51.11	3
51.39	4
51.68	1
51.97	2
52.26	3
52.55	4
52.84	1
53.14	2
53.42	3
53.71	4
54.0	1
54.3	2
54.58	3
54.87	4
55.16	1
55.46	2
55.75	3
56.04	4
56.32	1
56.62	2
56.91	3
57.2	4
57.48	1
57.78	2
58.07	3
58.35	4
58.65	1
58.94	2
59.23	3
59.51	4
59.81	1
60.09	2
60.39	3
60.68	4
60.96	1
61.26	2
61.55	3
61.83	4
62.13	1
62.42	2
62.71	3
62.99	4
63.28	1
63.57	2
63.87	3
64.16	4
64.44	1
64.74	2
65.03	3
65.31	4
65.6	1
65.89	2
66.19	3
66.48	4
66.77	1
67.05	2
67.35	3
67.63	4
67.93	1
68.22	2
68.51	3
68.8	4
69.09	1
69.38	2
69.67	3
69.96	4
70.25	1
70.54	2
70.83	3
71.13	4
71.41	1
71.7	2
72.0	3
72.28	4
72.57	1
72.86	2
73.15	3
73.44	4
73.73	1
74.02	2
74.32	3
74.6	4
74.89	1
75.19	2
