1.06	2
2.01	3
2.96	4
3.88	1
4.87	2
5.84	3
6.87	4
7.91	1
8.96	2
10.06	3
11.09	4
12.18	1
13.21	2
14.34	3
15.37	4
16.47	1
17.55	2
18.62	3
19.66	4
20.69	1
21.78	2
22.9	3
23.89	4
24.93	1
25.83	2
26.72	3
27.64	4
28.54	1
29.47	2
30.32	3
31.24	4
32.24	1
33.19	2
34.15	3
35.1	4
36.02	1
36.9	2
37.85	3
38.7	4
39.63	1
40.54	2
41.43	3
42.31	4
43.22	1
44.12	2
45.0	3
45.93	4
46.81	1
47.67	2
48.59	3
49.46	4
50.34	1
51.27	2
52.17	3
53.09	4
53.97	1
54.88	2
55.75	3
56.62	4
57.49	1
58.39	2
59.29	3
60.16	4
61.05	1
61.98	2
62.9	3
63.8	4
64.69	1
65.59	2
66.4	3
67.27	4
68.17	1
69.11	2
69.99	3
70.87	4
71.76	1
72.64	2
73.53	3
74.36	4
75.25	1
76.17	2
77.02	3
77.92	4
78.79	1
79.73	2
80.58	3
81.54	4
82.46	1
83.39	2
84.27	3
85.14	4
86.04	1
86.99	2
87.85	3
88.73	4
89.6	1
90.47	2
91.36	3
92.22	4
93.12	1
94.03	2
94.89	3
95.74	4
96.67	1
97.57	2
98.44	3
99.36	4
100.27	1
101.14	2
102.05	3
102.94	4
103.82	1
104.75	2
105.6	3
106.5	4
107.41	1
108.28	2
109.16	3
110.06	4
110.96	1
111.84	2
112.79	3
113.65	4
114.51	1
115.45	2
116.35	3
117.24	4
118.08	1
119.0	2
119.89	3
120.75	4
121.63	1
122.51	2
123.43	3
124.34	4
125.24	1
126.13	2
127.07	3
127.9	4
128.81	1
129.74	2
130.62	3
131.49	4
132.38	1
133.33	2
134.2	3
135.1	4
135.99	1
136.93	2
137.78	3
138.65	4
139.57	1
140.49	2
141.34	3
142.27	4
143.14	1
144.08	2
144.96	3
145.87	4
146.73	1
147.61	2
148.5	3
149.45	4
150.31	1
151.23	2
152.14	3
153.23	4
154.34	1
155.33	2
156.44	3
157.47	4
158.33	1
159.21	2
160.08	3
160.96	4
161.84	1
162.74	2
163.62	3
164.48	4
165.32	1
166.21	2
167.08	3
167.89	4
168.77	1
169.58	2
170.36	3
171.16	4
171.91	1
172.7	2
173.5	3
