0.02	1
0.97	2
1.97	3
2.95	4
3.92	1
4.95	2
5.87	3
6.97	4
8.01	1
9.1	2
10.08	3
11.05	4
11.97	1
12.94	2
13.92	3
14.89	4
15.87	1
16.84	2
17.83	3
18.8	4
19.52	1
20.27	2
20.98	3
21.73	4
22.44	1
23.19	2
23.91	3
24.65	4
25.37	1
25.86	2
26.34	3
26.83	4
27.33	1
27.81	2
28.3	3
28.79	4
29.28	1
29.77	2
30.25	3
30.74	4
31.23	1
31.72	2
32.2	3
32.69	4
33.18	1
33.67	2
34.15	3
34.64	4
35.13	1
35.62	2
36.1	3
36.59	4
37.08	1
37.57	2
38.05	3
38.54	4
39.03	1
39.52	2
40.01	3
40.49	4
40.98	1
41.47	2
41.96	3
42.44	4
42.93	1
43.43	2
43.91	3
44.39	4
44.89	1
45.38	2
45.86	3
46.35	4
46.84	1
47.33	2
47.81	3
48.3	4
48.79	1
49.28	2
49.76	3
50.25	4
50.74	1
51.23	2
51.71	3
52.2	4
52.69	1
53.18	2
53.66	3
54.15	4
54.64	1
55.13	2
55.61	3
56.1	4
56.6	1
57.08	2
57.56	3
58.06	4
58.55	1
59.03	2
59.51	3
60.0	4
60.5	1
60.98	2
61.47	3
61.96	4
62.45	1
62.94	2
63.42	3
63.91	4
64.4	1
64.89	2
65.37	3
65.86	4
66.35	1
66.84	2
67.32	3
67.81	4
68.3	1
68.79	2
69.27	3
69.76	4
70.25	1
70.74	2
71.22	3
71.71	4
72.2	1
72.69	2
73.18	3
73.66	4
74.15	1
74.64	2
75.12	3
75.62	4
76.1	1
76.59	2
77.08	3
77.57	4
78.06	1
78.54	2
79.02	3
79.52	4
80.01	1
80.5	2
80.98	3
81.47	4
81.96	1
82.45	2
82.93	3
83.42	4
83.91	1
84.4	2
84.88	3
85.37	4
85.86	1
86.35	2
86.83	3
87.32	4
87.81	1
88.3	2
88.78	3
89.27	4
89.76	1
90.25	2
90.74	3
91.23	4
91.71	1
92.2	2
92.69	3
93.18	4
93.66	1
94.15	2
94.64	3
95.13	4
95.62	1
96.11	2
96.59	3
97.08	4
97.57	1
98.06	2
98.54	3
99.03	4
99.52	1
100.01	2
100.49	3
100.98	4
101.47	1
101.96	2
102.44	3
102.93	4
103.42	1
103.91	2
104.39	3
104.89	4
105.37	1
105.86	2
106.35	3
106.83	4
107.32	1
107.81	2
108.29	3
108.79	4
109.28	1
109.76	2
110.24	3
110.74	4
111.23	1
111.72	2
112.2	3
112.69	4
113.18	1
113.67	2
114.15	3
114.64	4
115.13	1
115.62	2
116.1	3
116.59	4
117.08	1
117.57	2
118.05	3
118.54	4
119.03	1
119.52	2
120.0	3
120.49	4
120.99	1
121.47	2
121.96	3
122.45	4
122.93	1
123.42	2
123.91	3
124.4	4
124.88	1
125.37	2
125.86	3
126.35	4
126.83	1
127.32	2
127.81	3
128.3	4
128.79	1
129.28	2
129.76	3
130.25	4
130.74	1
131.23	2
131.71	3
132.2	4
132.72	1
133.18	2
133.66	3
134.15	4
134.64	1
135.13	2
135.61	3
136.1	4
136.59	1
137.08	2
137.56	3
138.06	4
138.54	1
139.03	2
139.52	3
140.01	4
140.49	1
140.98	2
141.47	3
141.96	4
142.45	1
142.93	2
143.42	3
143.91	4
144.39	1
144.89	2
145.37	3
145.86	4
146.34	1
146.84	2
147.33	3
147.81	4
148.3	1
148.79	2
149.27	3
149.76	4
150.25	1
150.74	2
151.23	3
151.71	4
152.2	1
152.69	2
153.18	3
153.66	4
154.16	1
154.64	2
155.13	3
155.61	4
156.1	1
156.59	2
157.07	3
157.57	4
158.06	1
158.54	2
159.03	3
159.52	4
160.01	1
160.5	2
160.98	3
161.47	4
161.96	1
162.45	2
162.93	3
163.42	4
163.91	1
164.4	2
164.89	3
165.36	4
165.86	1
166.35	2
166.83	3
167.32	4
167.81	1
168.3	2
168.78	3
169.27	4
169.76	1
170.25	2
170.73	3
171.22	4
171.71	1
172.2	2
172.68	3
173.18	4
173.67	1
174.15	2
174.64	3
175.13	4
175.62	1
176.11	2
176.59	3
177.08	4
177.57	1
178.06	2
178.54	3
179.03	4
179.52	1
180.01	2
180.49	3
180.98	4
181.47	1
181.96	2
182.44	3
182.93	4
183.42	1
183.91	2
184.39	3
184.88	4
185.37	1
185.86	2
186.35	3
186.83	4
187.32	1
187.81	2
188.3	3
188.78	4
189.28	1
189.76	2
190.24	3
190.74	4
191.22	1
191.71	2
192.2	3
192.69	4
193.18	1
193.66	2
194.15	3
194.64	4
195.13	1
195.62	2
196.1	3
196.59	4
197.08	1
197.57	2
198.05	3
198.54	4
199.03	1
199.52	2
200.0	3
200.49	4
200.98	1
201.47	2
201.95	3
202.44	4
202.93	1
203.42	2
203.9	3
204.4	4
204.88	1
205.37	2
205.86	3
206.35	4
206.84	1
207.32	2
207.81	3
208.29	4
208.79	1
209.28	2
209.76	3
210.25	4
210.74	1
211.23	2
211.71	3
212.2	4
212.7	1
213.18	2
213.69	3
214.15	4
214.64	1
215.13	2
215.62	3
216.1	4
216.59	1
217.08	2
217.56	3
218.05	4
218.55	1
219.03	2
219.52	3
220.01	4
220.5	1
220.98	2
221.47	3
221.96	4
222.45	1
222.93	2
223.42	3
223.91	4
224.4	1
224.89	2
225.37	3
225.86	4
226.35	1
226.84	2
227.32	3
227.81	4
228.3	1
228.79	2
229.28	3
229.76	4
230.25	1
230.74	2
231.22	3
231.71	4
232.2	1
232.69	2
233.18	3
233.66	4
234.18	1
234.64	2
235.13	3
235.62	4
236.1	1
236.59	2
237.08	3
237.57	4
238.06	1
238.54	2
239.03	3
239.51	4
240.01	1
240.5	2
240.99	3
241.47	4
241.95	1
242.45	2
242.93	3
243.42	4
243.91	1
244.4	2
244.89	3
245.37	4
245.86	1
246.35	2
246.84	3
247.32	4
247.81	1
248.3	2
248.79	3
249.27	4
249.76	1
250.25	2
250.73	3
251.22	4
251.72	1
252.2	2
